Country,Baseline.Num,Baseline.FT,Intervention.Num,Intervention.FT,Baseline.Rate,Intervention.Rate,site,age
Tanzania,41,12,27,15.9123287671233,3.41666666666667,1.69679752066116,87,0-4
Tanzania,1,12,34,27.7479452054795,0.0833333333333333,1.22531595576619,72,0-4
Tanzania,1,12,14,19.3972602739726,0.0833333333333333,0.721751412429379,99,0-4
Tanzania,1,12,20,15.9780821917809,0.0833333333333333,1.2517146776406,61,0-4
Tanzania,1,12,7,15.2876712328767,0.0833333333333333,0.457885304659498,140,0-4
Tanzania,38,12,25,15.8465753424658,3.16666666666667,1.57762793914246,91,0-4
Tanzania,1,12,30,15.813698630137,0.0833333333333333,1.8970893970894,59,0-4
Tanzania,1,12,34,16.1095890410959,0.0833333333333333,2.11054421768708,137,0-4
Tanzania,14,12,69,16.0109589041096,1.16666666666667,4.30954825462012,134,0-4
Tanzania,6,12,13,14.1698630136986,0.5,0.917440061871616,135,0-4
Tanzania,0,12,10,12.986301369863,0,0.770042194092827,22,0-4
Tanzania,23,12,46,15.9123287671233,1.91666666666667,2.89084022038568,56,0-4
Tanzania,6,12,14,15.9780821917808,0.5,0.876200274348423,112,0-4
Tanzania,0,12,3,12.9205479452055,0,0.232188295165394,133,0-4
Tanzania,2,12,6,12.4602739726027,0.166666666666667,0.481530343007916,7,0-4
Tanzania,0,12,5,12.986301369863,0,0.385021097046414,8,0-4
Tanzania,8,12,18,16.0109589041096,0.666666666666667,1.12422997946612,107,0-4
Tanzania,4,12,22,12.427397260274,0.333333333333333,1.77028218694885,118,0-4
Tanzania,9,12,28,15.6493150684931,0.75,1.78921568627451,75,0-4
Zimbabwe,29,12,14,25.0849315068493,2.41666666666667,0.558103975535169,2,0-4
Zimbabwe,1,12,3,15.2219178082192,0.0833333333333333,0.197084233261339,18,0-4
Zimbabwe,11,12,16,25.5123287671233,0.916666666666667,0.627147766323024,20,0-4
Zimbabwe,2,12,87,24.8876712328767,0.166666666666667,3.49570673712021,24,0-4
Zimbabwe,0,12,1,14.0712328767123,0,0.0710669781931466,38,0-4
Zimbabwe,0,12,3,24.9534246575342,0,0.120223978919631,42,0-4
Zimbabwe,1,12,2,13.6109589041096,0.0833333333333333,0.146940418679549,84,0-4
Zimbabwe,2,12,9,24.8876712328767,0.166666666666667,0.361624834874505,86,0-4
Zimbabwe,14,12,1,23.1452054794521,1.16666666666667,0.0432054924242423,103,0-4
Zimbabwe,5,12,9,23.7698630136986,0.416666666666667,0.378630705394191,106,0-4
Zimbabwe,3,12,10,24.8876712328767,0.25,0.401805372082783,123,0-4
Zimbabwe,1,12,1,14.5972602739726,0.0833333333333333,0.068506006006006,132,0-4
Zimbabwe,4,12,4,24.8876712328767,0.333333333333333,0.160722148833113,138,0-4
Cote d'Ivoire,32,12,36,22.7506849315068,2.66666666666667,1.58236994219654,11,5-14
Cote d'Ivoire,51,12,131,19.6602739726027,4.25,6.66318283166111,12,5-14
Cote d'Ivoire,13,12,22,23.2767123287671,1.08333333333333,0.945150659133711,13,5-14
Cote d'Ivoire,20,12,17,17.2602739726027,1.66666666666667,0.984920634920637,14,5-14
Cote d'Ivoire,5,12,3,22.8821917808219,0.416666666666667,0.131106321839081,35,5-14
Cote d'Ivoire,8,12,9,19.5945205479452,0.666666666666667,0.459312080536913,40,5-14
Cote d'Ivoire,1,12,12,21.2712328767123,0.0833333333333333,0.564142194744978,41,5-14
Cote d'Ivoire,7,12,18,22.3561643835616,0.583333333333333,0.805147058823531,47,5-14
Cote d'Ivoire,12,12,19,20.8109589041096,1,0.912980516061084,48,5-14
Cote d'Ivoire,13,12,5,20.7780821917808,1.08333333333333,0.240638185654009,49,5-14
Cameroon,2,12,1,12.8876712328767,0.166666666666667,0.0775935374149661,10,5-14
Cameroon,4,12,4,22.3232876712329,0.333333333333333,0.179185076092292,15,5-14
Cameroon,3,12,2,22.3561643835616,0.25,0.0894607843137257,23,5-14
Cameroon,1,12,3,23.2767123287671,0.0833333333333333,0.128884180790961,37,5-14
Cameroon,1,12,8,16.8657534246575,0.0833333333333333,0.474333983105914,43,5-14
Cameroon,5,12,5,23.3424657534247,0.416666666666667,0.214201877934272,44,5-14
Cameroon,25,12,12,17.8849315068493,2.08333333333333,0.670955882352942,45,5-14
Cameroon,6,12,8,17.227397260274,0.5,0.464376590330788,46,5-14
Cameroon,36,12,44,16.9972602739726,3,2.5886524822695,50,5-14
Cameroon,4,12,3,19.9890410958904,0.333333333333333,0.150082236842105,51,5-14
